order_id,order_date,customer_id,product_id,category,amount,quantity,payment_method,city
383,05-11-2024,3058,432,Books,7195.22,6,Credit Card,Chennai
384,07-09-2023,3958,165,Electronics,7790.92,1,Credit Card,Bengaluru
385,22-02-2023,2698,129,Clothing,7938.1,5,Net Banking,Pune
386,21-02-2025,2721,255,Beauty,8216.2,2,Credit Card,Kolkata
387,11-04-2024,2353,763,Grocery,2260.03,8,Cash,Jaipur
388,13-05-2023,3178,310,Clothing,3131.94,9,Credit Card,Hyderabad
389,25-10-2024,4162,274,Clothing,3372.23,5,Credit Card,Delhi
390,10-07-2023,3374,926,Toys,2638.91,2,Cash,Ahmedabad
391,28-01-2023,1860,366,Clothing,1203.69,7,Debit Card,Delhi
392,02-08-2023,3080,187,Toys,3347.13,3,Debit Card,Kolkata
393,07-03-2023,3158,992,Beauty,5331.06,6,Debit Card,Delhi
394,29-06-2025,1458,951,Clothing,6236.48,7,Cash,Chennai
395,30-09-2025,1542,800,Beauty,8169.28,3,Debit Card,Ahmedabad
396,04-12-2023,1760,703,Toys,6034.14,1,Net Banking,Delhi
397,04-01-2025,4990,730,Books,2675.06,8,Net Banking,Kolkata
398,18-09-2024,3678,846,Home,5559.94,6,UPI,Mumbai
399,08-06-2025,1447,720,Grocery,9876.6,7,UPI,Chennai
400,02-09-2025,2185,985,Toys,3437.74,1,Credit Card,Mumbai
401,01-04-2023,3939,389,Toys,1847.43,5,UPI,Kolkata
402,10-04-2024,2190,803,Electronics,3354.46,2,UPI,Bengaluru
403,22-09-2024,2764,521,Grocery,1016.77,4,Credit Card,Hyderabad
404,16-04-2024,1513,996,Books,7972,1,Net Banking,Pune
405,27-02-2024,1018,921,Home,943.3,9,UPI,Jaipur
406,27-03-2025,3225,732,Home,1240.78,2,Credit Card,Mumbai
407,07-06-2024,1752,875,Beauty,6701.92,1,Credit Card,Hyderabad
408,03-08-2023,4006,589,Books,3375.39,2,Cash,Lucknow
409,02-03-2024,2119,889,Beauty,1473.4,3,UPI,Delhi
410,20-03-2024,3357,425,Home,1870.31,9,Net Banking,Kolkata
411,27-09-2024,3324,855,Grocery,8525.8,4,Cash,Chennai
412,04-12-2023,2100,410,Grocery,4998.22,4,Net Banking,Pune
413,11-03-2023,1015,138,Books,2185.02,3,Cash,Jaipur
414,11-03-2025,1705,807,Books,2611.04,9,UPI,Ahmedabad
415,22-05-2025,4449,359,Grocery,315.45,5,Net Banking,Lucknow
416,29-11-2024,4743,944,Home,4443.77,8,Cash,Chennai
417,03-08-2024,3255,244,Beauty,8769.62,6,Cash,Lucknow
418,22-11-2024,4099,596,Books,1157.75,7,Debit Card,Mumbai
419,28-12-2023,4530,298,Toys,5459.63,2,Debit Card,Jaipur
420,18-03-2024,3343,705,Beauty,1732.46,7,Debit Card,Bengaluru
421,19-03-2023,1865,673,Grocery,6489.23,8,Credit Card,Kolkata
422,29-11-2023,3676,582,Books,6767.83,8,Debit Card,Bengaluru
423,12-01-2024,4054,849,Clothing,8942.36,5,Net Banking,Bengaluru
424,23-11-2024,2392,678,Toys,1835.42,4,Credit Card,Delhi
425,19-03-2025,1072,149,Grocery,2200.71,1,Cash,Bengaluru
426,28-07-2025,2155,847,Home,7486.28,6,Net Banking,Chennai
427,27-03-2023,4548,339,Beauty,4048.06,2,Cash,Kolkata
428,12-04-2024,3554,429,Toys,7363.78,9,Credit Card,Delhi
429,19-09-2023,4480,470,Toys,9453.17,7,UPI,Lucknow
430,02-02-2024,1343,262,Home,3105.08,7,Credit Card,Delhi
431,30-07-2024,4927,249,Beauty,4120.23,7,UPI,Hyderabad
432,08-05-2023,2339,434,Clothing,5745.14,6,UPI,Hyderabad
433,08-06-2023,3612,198,Home,6473.53,2,Net Banking,Lucknow
434,08-12-2024,4522,483,Clothing,5799.72,6,Cash,Bengaluru
435,13-11-2024,2182,537,Grocery,4195.06,4,Credit Card,Chennai
436,09-05-2025,3147,531,Electronics,9378.24,6,UPI,Pune
437,24-07-2024,4679,665,Toys,4265.15,4,Debit Card,Kolkata
438,25-08-2025,1083,678,Clothing,1534,3,Cash,Jaipur
439,12-02-2024,3863,344,Beauty,7491.49,2,UPI,Hyderabad
440,01-06-2024,4921,527,Electronics,7106.39,2,Cash,Kolkata
441,07-12-2024,2948,280,Books,4445.26,7,Net Banking,Chennai
442,12-04-2023,1915,406,Books,8629.92,6,Net Banking,Kolkata
443,02-06-2024,4996,507,Beauty,1456.76,3,Net Banking,Jaipur
444,23-01-2024,3524,857,Clothing,2996.78,3,Net Banking,Delhi
445,30-12-2023,1102,680,Toys,1386.1,1,Debit Card,Lucknow
446,19-12-2024,3206,497,Electronics,777.04,1,Net Banking,Kolkata
447,20-03-2023,3189,697,Clothing,2866.32,4,Debit Card,Pune
448,19-10-2023,4750,866,Home,3075.74,8,UPI,Lucknow
449,27-06-2025,1199,722,Electronics,4560.64,1,Cash,Hyderabad
450,18-11-2023,1212,560,Toys,5626.8,4,Debit Card,Mumbai
451,26-04-2023,3548,796,Clothing,3253.67,7,UPI,Kolkata
452,05-10-2023,1368,822,Electronics,5052.74,9,Debit Card,Pune
453,20-05-2025,2942,670,Books,231.05,3,Credit Card,Mumbai
454,14-09-2023,4616,235,Home,1878.45,7,Debit Card,Lucknow
455,10-12-2023,2810,776,Electronics,8102.93,8,Debit Card,Bengaluru
456,19-11-2024,1896,573,Beauty,8156.34,2,UPI,Ahmedabad
457,23-03-2024,4226,157,Beauty,2771.58,8,Debit Card,Jaipur
458,27-04-2025,4897,893,Electronics,1620.63,2,Net Banking,Kolkata
459,04-08-2023,3560,892,Grocery,6950.37,7,Cash,Pune
460,10-11-2024,4951,188,Beauty,3953.87,5,Credit Card,Delhi
461,20-06-2025,1565,672,Beauty,3394.29,2,Credit Card,Jaipur
462,07-03-2025,2567,971,Electronics,2098.73,5,UPI,Kolkata
463,07-04-2023,1146,765,Clothing,4749.77,3,Net Banking,Lucknow
464,12-09-2025,4618,136,Grocery,1614.76,6,Debit Card,Chennai
465,22-05-2025,4038,389,Electronics,7138.33,9,UPI,Hyderabad
466,07-03-2024,4889,407,Clothing,9569.88,7,Net Banking,Hyderabad
467,11-03-2023,2684,407,Books,7511.7,2,Net Banking,Hyderabad
468,21-12-2023,1030,497,Grocery,7203.22,2,Cash,Mumbai
469,29-12-2023,4758,654,Toys,4843.82,4,Cash,Chennai
470,05-11-2024,1288,989,Books,9953.92,4,Credit Card,Kolkata
471,19-05-2025,3284,371,Grocery,8213.27,8,Cash,Kolkata
472,03-04-2023,2164,390,Electronics,7472,4,Cash,Kolkata
473,24-09-2024,3900,525,Toys,1708.97,6,Net Banking,Delhi
474,29-06-2024,3960,695,Books,2308.04,3,Cash,Lucknow
475,13-11-2024,4623,654,Home,1512.55,5,Credit Card,Lucknow
476,08-04-2024,3485,867,Beauty,4107.4,9,UPI,Hyderabad
477,21-06-2024,3694,539,Home,3231.96,2,UPI,Ahmedabad
478,19-08-2023,3148,679,Home,3937.23,4,Cash,Hyderabad
479,11-09-2025,1462,675,Home,5050.01,9,Net Banking,Lucknow
480,08-04-2023,1083,842,Toys,9332.37,3,UPI,Hyderabad
481,11-12-2024,3550,997,Toys,5067.84,4,Debit Card,Pune
482,22-02-2024,2935,385,Books,5450.57,6,Cash,Kolkata
483,24-02-2025,1931,313,Clothing,8887,7,Net Banking,Mumbai
484,04-06-2025,4038,317,Home,6141.44,2,Cash,Ahmedabad
485,10-12-2023,4354,607,Books,588.19,7,Debit Card,Hyderabad
486,04-11-2024,4385,952,Clothing,9141.78,7,Cash,Pune
487,08-09-2023,4110,197,Clothing,9118.29,4,UPI,Pune
488,12-04-2025,1074,838,Toys,9363.94,5,Credit Card,Delhi
489,13-02-2024,3847,451,Grocery,1863.96,1,UPI,Kolkata
490,30-10-2023,3755,299,Grocery,7897.14,6,Debit Card,Mumbai
491,17-09-2024,4070,851,Toys,4254.14,9,UPI,Pune
492,30-06-2024,2254,837,Toys,3400.9,2,Credit Card,Kolkata
493,26-05-2024,2513,710,Clothing,215.91,1,Cash,Delhi
494,30-01-2024,1489,496,Books,1246.26,9,Credit Card,Chennai
495,07-01-2025,1364,501,Toys,630.27,2,Debit Card,Lucknow
496,30-04-2025,1291,505,Grocery,6081.87,4,Credit Card,Mumbai
497,20-01-2024,2095,534,Books,777.82,4,UPI,Kolkata
498,22-12-2023,4195,720,Home,6950.86,5,Debit Card,Ahmedabad
499,29-08-2025,3691,391,Home,443.49,3,Debit Card,Ahmedabad
500,10-09-2024,4289,962,Toys,2745.89,1,UPI,Delhi
501,19-04-2023,2128,501,Toys,3525.25,6,Debit Card,Bengaluru
502,19-06-2024,3720,426,Clothing,2745.19,1,UPI,Delhi
503,31-05-2023,3219,799,Home,8141.62,4,Cash,Hyderabad
504,26-03-2025,2048,193,Home,8665.36,9,Cash,Jaipur
505,06-03-2023,1656,275,Beauty,1782.71,2,Debit Card,Ahmedabad
506,16-04-2024,3478,956,Home,8082.07,6,Net Banking,Hyderabad
507,09-01-2024,4409,124,Clothing,1576.26,6,Credit Card,Chennai
508,09-06-2023,3864,737,Electronics,7879.16,2,Credit Card,Ahmedabad
509,13-07-2025,1493,747,Electronics,1540.37,3,UPI,Mumbai
510,03-06-2023,1354,148,Beauty,9746.31,9,Debit Card,Pune
511,19-03-2024,4597,839,Home,2560.22,5,Net Banking,Chennai
512,23-06-2023,2879,996,Clothing,6110.17,1,Debit Card,Hyderabad
513,27-09-2025,1406,206,Toys,5567.09,3,Debit Card,Delhi
514,14-02-2024,1802,647,Electronics,6125.68,9,UPI,Kolkata
515,04-01-2023,3714,816,Beauty,2547.83,8,Credit Card,Kolkata
516,19-09-2025,1161,941,Toys,5740.09,4,Credit Card,Chennai
517,14-01-2024,2301,145,Books,7737.75,3,UPI,Pune
518,04-11-2023,3433,951,Home,6645.71,2,Credit Card,Delhi
519,06-11-2023,2939,783,Toys,8277.3,5,Cash,Kolkata
520,02-03-2023,1167,180,Books,3314.16,1,Cash,Chennai
521,31-07-2023,1304,930,Beauty,6674.99,2,Net Banking,Kolkata
522,19-12-2024,4197,217,Beauty,2990.68,2,Net Banking,Kolkata
523,08-06-2024,3685,812,Clothing,6228.39,8,Cash,Chennai
524,17-08-2025,3271,544,Grocery,1167.72,7,UPI,Hyderabad
525,19-05-2023,2193,906,Home,8420.01,4,Cash,Mumbai
526,03-05-2025,3162,999,Books,159.03,5,Credit Card,Pune
527,19-12-2023,4017,289,Beauty,7350.59,7,Net Banking,Mumbai
528,11-02-2025,4706,416,Electronics,7310.08,1,Cash,Jaipur
529,30-07-2023,3242,389,Toys,8167.28,3,Cash,Kolkata
530,17-01-2025,3387,723,Electronics,1791.69,3,Cash,Pune
531,18-03-2025,4848,561,Grocery,2640.22,6,Net Banking,Kolkata
532,28-05-2023,2334,854,Electronics,555.61,5,Cash,Hyderabad
533,10-06-2024,3670,953,Clothing,6580.7,2,UPI,Jaipur
534,22-03-2025,3216,920,Toys,3286.29,5,Credit Card,Mumbai
535,02-05-2025,2234,362,Grocery,5252.32,5,Debit Card,Jaipur
536,19-06-2024,4946,574,Toys,4098.4,3,UPI,Jaipur
537,29-08-2025,4381,331,Beauty,3523.76,9,Debit Card,Jaipur
538,16-08-2025,3573,662,Toys,5212.47,2,UPI,Ahmedabad
539,20-03-2024,3030,289,Books,2638.5,2,UPI,Ahmedabad
540,31-12-2024,2539,402,Beauty,9247.75,8,Debit Card,Pune
541,11-05-2023,3992,983,Electronics,3639.79,4,UPI,Chennai
542,15-10-2023,4664,700,Grocery,9470.84,9,Cash,Jaipur
543,25-09-2023,4183,305,Beauty,7244.04,5,UPI,Jaipur
544,06-07-2023,1921,324,Beauty,150.93,6,Cash,Kolkata
545,21-08-2023,2269,704,Grocery,7854.19,7,Credit Card,Hyderabad
546,05-08-2025,2795,187,Clothing,8695.53,5,UPI,Pune
547,11-07-2024,1182,969,Toys,8901.39,8,Credit Card,Jaipur
548,01-07-2023,3130,373,Grocery,744.53,8,UPI,Ahmedabad
549,08-03-2025,2698,219,Home,895.31,6,Cash,Bengaluru
550,03-10-2023,1903,100,Grocery,9495.3,2,Net Banking,Pune
551,21-09-2025,3384,613,Home,989.3,1,Credit Card,Chennai
552,22-07-2023,3027,418,Clothing,836.13,5,Net Banking,Ahmedabad
553,07-09-2025,3204,839,Books,2716.4,3,Net Banking,Mumbai
554,16-10-2023,1054,316,Clothing,7021.75,3,Credit Card,Ahmedabad
555,20-04-2023,3493,350,Books,2239.11,7,Cash,Lucknow
556,09-07-2024,1689,139,Toys,4071.22,7,Cash,Kolkata
557,01-03-2023,4360,538,Clothing,4153.19,2,Cash,Mumbai
558,05-06-2025,3769,951,Toys,3981.12,4,Credit Card,Hyderabad
559,02-04-2025,1119,648,Home,1490.97,6,Cash,Chennai
560,02-04-2025,2193,267,Beauty,1775.28,6,Debit Card,Kolkata
561,09-12-2024,3302,876,Clothing,9986.75,5,Cash,Bengaluru
562,08-05-2024,4805,955,Electronics,464.63,2,Cash,Ahmedabad
563,03-07-2023,1120,814,Clothing,688,5,Credit Card,Pune
564,22-08-2025,4401,971,Toys,451.19,3,Cash,Jaipur
565,16-05-2023,3917,962,Home,9689.55,1,Credit Card,Ahmedabad
566,16-01-2025,1458,405,Grocery,1338.25,4,Cash,Kolkata
567,30-09-2023,4475,403,Toys,8821.26,3,Debit Card,Jaipur
568,05-03-2024,2984,284,Home,2828.28,4,Debit Card,Bengaluru
569,05-02-2024,3925,144,Home,8812.79,3,Debit Card,Kolkata
570,19-10-2024,1518,257,Grocery,8931.25,7,Net Banking,Ahmedabad
571,25-04-2025,4648,840,Electronics,6918.31,9,Debit Card,Delhi
572,27-07-2024,4205,742,Home,7901.69,1,Debit Card,Chennai
573,18-12-2024,1659,148,Books,2724.77,1,Cash,Hyderabad
574,28-09-2025,4468,738,Clothing,2016.1,2,Cash,Delhi
575,02-06-2024,3057,162,Electronics,6257.34,2,Credit Card,Chennai
576,28-10-2023,2747,220,Home,8230.81,8,Cash,Jaipur
577,20-07-2024,4309,721,Toys,8885.28,5,UPI,Lucknow
578,28-04-2023,4053,408,Books,869.41,9,Credit Card,Jaipur
579,29-05-2024,1755,139,Electronics,7537.21,5,Credit Card,Mumbai
580,25-02-2023,1922,854,Toys,531.88,7,Net Banking,Jaipur
581,30-04-2024,3545,640,Electronics,5499.38,2,Cash,Ahmedabad
582,05-05-2023,4231,210,Toys,5811.22,8,Net Banking,Kolkata
583,18-04-2024,1319,691,Grocery,8579.53,6,UPI,Hyderabad
584,14-08-2023,1582,952,Books,2808.9,4,Debit Card,Bengaluru
585,07-09-2024,2467,336,Toys,1331.17,5,Credit Card,Lucknow
586,13-10-2024,1836,502,Grocery,5332.42,9,Debit Card,Mumbai
587,01-06-2024,1618,970,Toys,7411.92,5,UPI,Ahmedabad
588,02-09-2025,1937,782,Grocery,1704.67,9,UPI,Pune
589,22-05-2023,3025,598,Home,1447.32,7,Cash,Bengaluru
590,10-04-2023,1060,925,Electronics,7768.34,1,Net Banking,Pune
591,23-05-2024,4432,477,Home,224.87,2,UPI,Pune
592,24-07-2024,3434,523,Toys,3748.24,1,Debit Card,Delhi
593,18-02-2024,3812,850,Beauty,8624.23,3,Cash,Pune
594,23-08-2023,1722,192,Home,4178.55,8,Net Banking,Hyderabad
595,05-02-2025,4879,314,Beauty,7467.07,3,Cash,Delhi
596,12-02-2023,3372,135,Home,6870.36,6,Cash,Ahmedabad
597,12-02-2025,1674,557,Electronics,6036.09,2,Cash,Chennai
598,23-09-2023,2579,169,Books,5859.52,7,Debit Card,Pune
599,31-03-2023,3623,562,Beauty,1745.86,2,Cash,Lucknow
600,05-02-2025,4705,936,Books,3951.21,3,Net Banking,Lucknow
601,23-01-2024,2460,436,Toys,1121.61,5,Credit Card,Bengaluru
602,27-07-2025,2917,981,Toys,1334.07,7,Credit Card,Bengaluru
603,07-10-2024,1775,815,Grocery,7167.14,1,UPI,Mumbai
604,05-12-2024,3574,818,Toys,2378.72,7,Cash,Ahmedabad
605,23-07-2023,1497,272,Electronics,1156.51,2,Cash,Delhi
606,28-05-2023,2513,463,Toys,5351.74,1,UPI,Bengaluru
607,04-02-2025,1329,916,Toys,800.55,5,Net Banking,Mumbai
608,12-12-2024,3893,867,Beauty,4384.29,9,Net Banking,Bengaluru
609,27-03-2023,4466,819,Books,8376.85,8,Debit Card,Lucknow
610,12-07-2024,1100,467,Home,2057.52,3,Cash,Chennai
611,22-01-2023,3266,534,Home,4722.84,7,Credit Card,Pune
612,08-08-2023,3219,780,Home,5906.84,5,Net Banking,Lucknow
613,08-02-2025,4442,886,Electronics,6352.46,9,Credit Card,Kolkata
614,14-02-2024,1062,127,Home,5333.94,1,Debit Card,Ahmedabad
615,20-11-2024,2519,348,Clothing,7956.2,1,Debit Card,Bengaluru
616,19-12-2024,2093,870,Grocery,1748.96,9,Cash,Ahmedabad
617,07-01-2024,2877,803,Grocery,1760.97,4,Debit Card,Ahmedabad
618,10-05-2025,2038,633,Clothing,6419.99,4,Debit Card,Pune
619,26-08-2025,3073,528,Electronics,472.04,2,Net Banking,Lucknow
620,09-10-2024,4732,387,Clothing,5690.25,3,Credit Card,Jaipur
621,21-07-2025,2512,348,Grocery,9727.42,1,Debit Card,Jaipur
622,24-09-2025,3742,410,Electronics,1222.56,3,Credit Card,Mumbai
623,22-12-2024,1760,328,Grocery,8077.2,8,Cash,Mumbai
624,03-08-2025,1509,418,Home,4993.49,4,Debit Card,Ahmedabad
625,13-12-2023,2244,291,Clothing,2504.16,6,Cash,Jaipur
626,08-10-2024,2801,383,Beauty,1706.52,5,Cash,Chennai
627,12-12-2023,2645,462,Books,3546.62,2,Net Banking,Delhi
628,21-11-2023,2546,347,Beauty,7456.72,6,UPI,Bengaluru
629,22-08-2025,1640,800,Toys,2963.75,4,Debit Card,Hyderabad
630,05-06-2023,4621,239,Clothing,7939.8,9,Credit Card,Hyderabad
631,30-09-2025,2994,565,Grocery,8547.9,9,Debit Card,Mumbai
632,23-01-2024,3589,707,Electronics,9482.57,4,Cash,Jaipur
633,30-08-2024,1465,332,Grocery,2857.1,4,UPI,Lucknow
634,11-05-2024,3276,143,Home,3314.39,1,Cash,Jaipur
635,23-08-2025,4363,702,Beauty,556.91,8,Net Banking,Lucknow
636,11-07-2024,4220,680,Beauty,9766.5,2,Cash,Jaipur
637,14-12-2023,1543,219,Toys,5721.9,2,Cash,Lucknow
638,08-04-2025,2245,564,Electronics,3096.86,6,Cash,Pune
639,26-07-2024,1353,211,Home,9374.1,4,Cash,Hyderabad
640,05-01-2025,1371,558,Toys,5479.84,1,Credit Card,Bengaluru
641,30-04-2025,4968,682,Clothing,4119.73,6,Debit Card,Jaipur
642,31-01-2025,4948,485,Electronics,2268.86,5,UPI,Kolkata
643,05-09-2023,3377,632,Toys,2723.96,5,Debit Card,Jaipur
644,29-10-2023,1216,631,Grocery,2945.77,9,Net Banking,Hyderabad
645,25-06-2023,3555,684,Grocery,9692.26,9,Credit Card,Hyderabad
646,27-07-2025,4763,920,Beauty,8698.8,2,Net Banking,Kolkata
647,18-08-2025,1292,541,Books,7379.05,9,UPI,Mumbai
648,24-03-2024,1299,593,Beauty,1252.33,8,Credit Card,Jaipur
649,26-08-2025,2160,751,Beauty,2215.76,9,Cash,Kolkata
650,13-11-2023,3055,745,Beauty,1244.78,2,Credit Card,Ahmedabad
651,10-03-2023,2562,594,Beauty,5450.5,3,Credit Card,Mumbai
652,30-04-2023,1911,142,Toys,150.78,1,Cash,Jaipur
653,01-03-2023,1566,111,Toys,8606.11,7,Cash,Jaipur
654,05-08-2023,4727,579,Toys,2502.64,6,Credit Card,Delhi
655,22-04-2025,1069,565,Books,1143.3,8,Cash,Kolkata
656,07-08-2023,1013,813,Beauty,3423.08,5,UPI,Chennai
657,30-09-2024,2076,657,Clothing,6778.91,4,Net Banking,Chennai
658,04-10-2023,1567,598,Clothing,8040.49,2,Debit Card,Mumbai
659,17-04-2025,2766,646,Clothing,5073.56,3,Credit Card,Pune
660,11-05-2024,4903,637,Home,3680.54,5,Credit Card,Pune
661,08-11-2024,3103,955,Grocery,9644.02,1,Credit Card,Bengaluru
662,24-07-2025,4094,607,Beauty,1247.42,6,Debit Card,Hyderabad
663,20-08-2023,1281,322,Books,4300.81,1,Net Banking,Lucknow
664,24-06-2025,1799,561,Clothing,4385,3,Credit Card,Mumbai
665,19-12-2024,1999,778,Beauty,5359.63,7,UPI,Lucknow
666,19-11-2024,1089,250,Beauty,860.3,6,UPI,Kolkata
667,10-09-2024,4487,763,Books,6307.62,7,Cash,Jaipur
668,08-05-2023,3643,464,Toys,2895.86,3,Credit Card,Hyderabad
669,25-11-2024,1766,933,Toys,4050.5,2,Debit Card,Hyderabad
670,10-10-2024,3301,311,Grocery,4459.79,8,Debit Card,Hyderabad
671,05-02-2025,4987,157,Grocery,3280.79,7,Credit Card,Ahmedabad
672,07-04-2023,2330,776,Toys,2543.37,8,Net Banking,Lucknow
673,14-02-2023,4243,821,Grocery,433.17,3,Net Banking,Jaipur
674,13-08-2024,2915,119,Beauty,3985.88,2,Cash,Mumbai
675,07-02-2024,3036,412,Beauty,3334.47,5,UPI,Jaipur
676,16-05-2023,4943,629,Beauty,9121.05,2,Cash,Jaipur
677,16-02-2023,3459,842,Clothing,6408.84,6,Net Banking,Pune
678,21-07-2024,3693,602,Toys,1927.86,5,Net Banking,Pune
679,12-04-2023,2080,425,Clothing,6796.93,1,Net Banking,Lucknow
680,30-09-2025,1903,414,Beauty,7663.57,3,UPI,Pune
681,27-03-2023,1116,974,Beauty,9934.66,6,UPI,Jaipur
682,16-08-2024,1630,750,Beauty,744.95,7,Debit Card,Chennai
683,25-12-2024,2126,904,Toys,7248.36,4,Cash,Bengaluru
684,24-11-2023,4484,960,Grocery,3275.68,3,Net Banking,Lucknow
685,12-02-2025,4200,929,Grocery,7504.09,5,UPI,Kolkata
686,15-05-2025,1150,287,Toys,4336.62,8,Cash,Chennai
687,27-05-2024,4568,110,Toys,3768.77,1,Net Banking,Ahmedabad
688,11-09-2024,4010,824,Electronics,5264.02,6,UPI,Delhi
689,04-06-2025,1374,402,Toys,9531.76,5,Credit Card,Lucknow
690,05-01-2023,1585,631,Grocery,7570.08,3,Credit Card,Lucknow
691,04-02-2023,1995,340,Beauty,3016.72,5,Net Banking,Jaipur
692,31-01-2024,4790,961,Clothing,3380.56,1,Net Banking,Bengaluru
693,01-05-2023,3641,752,Clothing,4920.82,1,Net Banking,Kolkata
694,22-04-2024,4762,490,Books,6507.85,3,Cash,Jaipur
695,10-05-2025,4929,609,Beauty,8966.24,4,Net Banking,Mumbai
696,03-08-2023,2210,743,Books,6519.49,8,Net Banking,Delhi
697,04-08-2025,3028,501,Beauty,4215.28,3,Cash,Mumbai
698,01-03-2023,4179,454,Toys,7380.29,9,UPI,Kolkata
699,25-01-2024,3425,153,Toys,9634.28,7,Credit Card,Mumbai
700,15-02-2024,3456,630,Home,589.48,6,Debit Card,Kolkata
701,06-06-2023,1612,232,Home,7421.72,6,Net Banking,Hyderabad
702,09-07-2024,4618,485,Home,6546.48,6,Net Banking,Delhi
703,23-01-2024,2110,982,Books,2134.07,2,Credit Card,Pune
704,05-07-2025,2659,445,Toys,4577.12,1,UPI,Lucknow
705,12-03-2025,2367,756,Grocery,4087.63,3,Net Banking,Ahmedabad
706,05-02-2023,2623,349,Home,8894.72,8,Credit Card,Hyderabad
707,12-01-2025,1604,780,Home,3986.04,4,Cash,Chennai
708,04-05-2025,1760,156,Clothing,2809.1,1,UPI,Jaipur
709,17-09-2025,1493,459,Books,6962.65,3,Debit Card,Mumbai
710,24-02-2025,3043,901,Electronics,2681.02,7,Net Banking,Mumbai
711,04-03-2025,3609,903,Home,2164.22,4,Credit Card,Lucknow
712,03-01-2024,2056,528,Grocery,162.93,4,Net Banking,Kolkata
713,17-03-2023,4113,542,Beauty,2678.64,4,Credit Card,Jaipur
714,26-03-2025,3920,981,Grocery,8323.88,1,Credit Card,Bengaluru
715,21-09-2025,3075,963,Home,6978.67,2,Cash,Mumbai
716,07-07-2023,3432,716,Electronics,3703.77,1,Net Banking,Chennai
717,06-12-2024,2188,871,Beauty,1397.46,4,Net Banking,Hyderabad
718,05-03-2023,1953,541,Grocery,5422.43,1,Net Banking,Jaipur
719,20-11-2023,1429,395,Electronics,2738.63,9,Credit Card,Hyderabad
720,24-04-2023,2702,148,Books,2643.51,5,Cash,Kolkata
721,25-04-2023,4805,834,Books,7539.94,9,Cash,Hyderabad
722,02-04-2023,1493,517,Toys,8867.65,5,Cash,Mumbai
723,08-05-2025,1918,825,Electronics,7299.65,8,Debit Card,Ahmedabad
724,01-06-2024,1343,534,Beauty,2680.68,6,Credit Card,Jaipur
725,21-09-2023,1197,452,Electronics,9084.75,4,UPI,Kolkata
726,15-10-2023,3004,839,Home,8120.9,3,Cash,Pune
727,14-08-2023,1832,496,Beauty,9236.49,3,UPI,Lucknow
728,29-08-2023,4100,813,Grocery,4481.47,8,UPI,Jaipur
729,15-05-2023,2861,180,Toys,1023.86,4,Credit Card,Hyderabad
730,19-05-2023,3824,240,Beauty,1476.65,6,UPI,Ahmedabad
731,13-09-2025,1459,822,Books,6087.01,4,UPI,Chennai
732,18-10-2023,2643,724,Grocery,8847.71,5,Cash,Jaipur
733,19-09-2023,4135,105,Grocery,8022.4,4,Net Banking,Lucknow
734,26-12-2024,3145,470,Electronics,1916.62,4,Cash,Jaipur
735,16-07-2023,1144,303,Toys,7391.33,1,Cash,Bengaluru
736,07-05-2023,3059,185,Electronics,9580.3,8,Cash,Chennai
737,13-03-2025,2906,817,Books,8280.59,1,Net Banking,Hyderabad
738,26-04-2023,1361,487,Toys,9869.1,7,UPI,Hyderabad
739,20-01-2023,2687,484,Electronics,6564.24,6,Cash,Ahmedabad
740,16-04-2024,2453,942,Grocery,4263.58,5,Cash,Mumbai
741,20-08-2024,2089,256,Home,5965.78,4,Net Banking,Chennai
742,04-02-2025,2235,523,Beauty,957.46,9,Cash,Bengaluru
743,06-06-2024,1482,246,Electronics,1723.36,3,Credit Card,Chennai
744,28-06-2023,1111,207,Electronics,8696.25,7,Debit Card,Lucknow
745,22-03-2025,4233,311,Beauty,1462.53,1,Credit Card,Kolkata
746,15-06-2025,3687,250,Grocery,3152.66,7,Cash,Kolkata
747,04-06-2025,3028,594,Home,4661.36,9,Credit Card,Lucknow
748,08-01-2025,4079,787,Toys,9374.75,3,Credit Card,Mumbai
749,09-02-2023,2799,800,Clothing,4651.06,2,Cash,Pune
750,05-03-2023,2082,597,Electronics,4136.25,3,Credit Card,Lucknow
751,16-12-2023,2631,765,Home,900.94,7,Debit Card,Mumbai
752,26-05-2023,1255,548,Electronics,3680.32,3,Credit Card,Delhi
753,19-06-2023,3955,644,Electronics,3422.76,8,Credit Card,Chennai
754,20-07-2023,3273,368,Books,2635.36,7,Debit Card,Hyderabad
755,19-03-2025,2273,454,Grocery,8150.79,6,UPI,Ahmedabad
756,07-08-2023,1428,856,Beauty,1992.68,7,Credit Card,Mumbai
757,10-01-2024,3740,832,Toys,9176.09,8,UPI,Hyderabad
758,16-05-2023,2771,173,Books,4980.49,4,Net Banking,Kolkata
759,03-10-2024,3114,752,Electronics,8937.71,1,Cash,Pune
760,11-03-2025,4956,408,Books,5760.5,8,UPI,Pune
761,02-04-2023,3973,297,Clothing,7499.34,8,UPI,Kolkata
762,18-08-2023,1887,116,Grocery,9087.55,5,Net Banking,Mumbai
763,25-08-2023,1099,559,Electronics,6983.09,8,Credit Card,Lucknow
764,21-04-2024,3461,171,Grocery,778.25,7,Debit Card,Ahmedabad
765,10-06-2024,2346,637,Books,3558.34,6,Cash,Mumbai
766,24-06-2023,4392,463,Electronics,7851.36,5,Credit Card,Chennai
